Date,Product,State,Channel,Quantity,Revenue,Cost,Profit
2022-01-15,Ragi Flour,Bihar,Online,182,58858.8,39175.83,19682.97
2022-01-16,Ragi Flour,Bihar,Distributor,101,20442.4,13184.99,7257.41
2022-01-16,Bajra Mix,Rajasthan,Distributor,191,43490.7,34918.76,8571.94
2022-01-16,Bajra Mix,Bihar,Distributor,245,83814.5,66565.47,17249.03
2022-01-16,Ragi Flour,Gujarat,Online,238,40579.0,32345.92,8233.08
2022-01-16,Millet Snacks,UP,Distributor,47,9667.9,7348.2,2319.7
2022-01-16,Millet Snacks,Maharashtra,Online,235,87373.0,64051.2,23321.8
2022-01-16,Millet Noodles,Gujarat,Distributor,60,11220.0,9300.2,1919.8
2022-01-16,Millet Cookies,Rajasthan,Retail,83,14425.4,12053.97,2371.43
2022-01-17,Foxtail Millet,Delhi,Retail,135,48114.0,35966.32,12147.68
2022-01-17,Jowar Pasta,Maharashtra,Online,160,47872.0,35839.3,12032.7
2022-01-17,Jowar Pasta,UP,Retail,204,63729.6,46736.23,16993.37
2022-01-17,Millet Noodles,Delhi,Retail,131,20174.0,12689.27,7484.73
2022-01-17,Foxtail Millet,Delhi,Distributor,70,8547.0,5465.93,3081.07
2022-01-17,Ragi Flour,West Bengal,Retail,21,3118.5,2183.38,935.12
2022-01-17,Barnyard Millet,Rajasthan,Retail,164,29224.8,18712.75,10512.05
2022-01-17,Millet Snacks,Punjab,Distributor,248,39556.0,32126.88,7429.12
2022-01-18,Millet Snacks,Bihar,Distributor,45,17127.0,10937.2,6189.8
2022-01-18,Jowar Pasta,Karnataka,Online,56,13305.6,10954.36,2351.24
2022-01-18,Barnyard Millet,Rajasthan,Online,87,29188.5,22723.64,6464.86
2022-01-18,Bajra Mix,Tamil Nadu,Online,16,1619.2,1322.8,296.4
2022-01-18,Barnyard Millet,Delhi,Distributor,47,16337.2,11556.54,4780.66
2022-01-18,Millet Noodles,Punjab,Online,238,30630.6,19126.23,11504.37
2022-01-18,Ragi Flour,Bihar,Online,95,22467.5,14521.82,7945.68
2022-01-18,Ragi Flour,Karnataka,Retail,77,13213.2,10078.25,3134.95
2022-01-19,Bajra Mix,Karnataka,Online,223,30171.9,22408.77,7763.13
2022-01-19,Millet Noodles,Bihar,Online,51,10659.0,7460.0,3199.0
2022-01-19,Bajra Mix,Delhi,Online,193,67511.4,55724.73,11786.67
2022-01-19,Foxtail Millet,UP,Retail,207,36204.3,24405.71,11798.59
2022-01-19,Millet Cookies,Tamil Nadu,Online,146,53961.6,34069.19,19892.41
2022-01-19,Millet Snacks,Tamil Nadu,Retail,45,15444.0,12621.67,2822.33
2022-01-19,Millet Cookies,Karnataka,Online,143,32561.1,22035.35,10525.75
2022-01-19,Millet Noodles,UP,Online,71,22102.3,16410.69,5691.61
2022-01-20,Millet Noodles,Rajasthan,Online,182,44444.4,29384.4,15060.0
2022-01-20,Barnyard Millet,Karnataka,Online,221,76333.4,59690.76,16642.64
2022-01-20,Millet Cookies,Bihar,Distributor,151,21094.7,15776.14,5318.56
2022-01-20,Jowar Pasta,Karnataka,Retail,244,93403.2,58974.89,34428.31
2022-01-20,Bajra Mix,Tamil Nadu,Distributor,14,3495.8,2928.75,567.05
2022-01-20,Foxtail Millet,Tamil Nadu,Distributor,93,19437.0,12062.53,7374.47
2022-01-20,Ragi Flour,Tamil Nadu,Distributor,172,34623.6,22279.38,12344.22
2022-01-20,Foxtail Millet,Delhi,Distributor,126,31323.6,20833.34,10490.26
2022-01-21,Jowar Pasta,Maharashtra,Retail,49,8031.1,6466.66,1564.44
2022-01-21,Millet Noodles,Punjab,Retail,23,7640.6,5050.51,2590.09
2022-01-21,Jowar Pasta,Rajasthan,Distributor,141,27607.8,22444.7,5163.1
2022-01-21,Ragi Flour,Delhi,Online,113,12802.9,10471.84,2331.06
2022-01-21,Foxtail Millet,UP,Retail,32,5350.4,3908.99,1441.41
2022-01-21,Ragi Flour,Bihar,Retail,248,52650.4,35296.07,17354.33
2022-01-21,Millet Snacks,Maharashtra,Distributor,143,24538.8,18602.76,5936.04
2022-01-21,Millet Noodles,Rajasthan,Online,120,32472.0,23671.87,8800.13
2022-01-22,Barnyard Millet,Gujarat,Online,173,46813.8,30586.66,16227.14
2022-01-22,Ragi Flour,West Bengal,Online,192,72441.6,48173.65,24267.95
2022-01-22,Bajra Mix,Rajasthan,Retail,132,30056.4,24065.46,5990.94
2022-01-22,Millet Snacks,Karnataka,Retail,225,67567.5,49358.29,18209.21
2022-01-22,Millet Noodles,West Bengal,Retail,56,16139.2,12562.88,3576.32
2022-01-22,Millet Snacks,Maharashtra,Online,173,30067.4,24110.92,5956.48
2022-01-22,Barnyard Millet,Rajasthan,Distributor,143,45459.7,32421.46,13038.24
2022-01-22,Bajra Mix,Rajasthan,Retail,113,37165.7,28042.26,9123.44
2022-01-23,Millet Snacks,Tamil Nadu,Online,213,52014.6,42805.41,9209.19
2022-01-23,Millet Noodles,Rajasthan,Retail,101,15554.0,12163.5,3390.5
2022-01-23,Millet Noodles,Punjab,Distributor,20,7612.0,4909.07,2702.93
2022-01-23,Foxtail Millet,Rajasthan,Distributor,173,51571.3,41476.11,10095.19
2022-01-23,Ragi Flour,UP,Online,124,32463.2,22836.15,9627.05
2022-01-23,Foxtail Millet,Punjab,Distributor,189,42827.4,32241.27,10586.13
2022-01-23,Jowar Pasta,Karnataka,Retail,99,17859.6,14699.37,3160.23
2022-01-23,Millet Snacks,Delhi,Online,171,19938.6,14937.1,5001.5
2022-01-24,Jowar Pasta,Maharashtra,Distributor,161,20189.4,14731.01,5458.39
2022-01-24,Barnyard Millet,West Bengal,Retail,186,31099.2,21180.71,9918.49
2022-01-24,Bajra Mix,Delhi,Retail,58,11037.4,7957.72,3079.68
2022-01-24,Millet Cookies,UP,Distributor,229,38288.8,32136.26,6152.54
2022-01-24,Ragi Flour,Gujarat,Retail,233,58949.0,41701.11,17247.89
2022-01-24,Jowar Pasta,Tamil Nadu,Online,71,9450.1,6832.53,2617.57
2022-01-24,Ragi Flour,Tamil Nadu,Online,27,10276.2,8124.53,2151.67
2022-01-24,Millet Snacks,Delhi,Distributor,229,50883.8,36034.27,14849.53
2022-01-25,Barnyard Millet,Maharashtra,Online,141,22334.4,18496.13,3838.27
2022-01-25,Millet Noodles,Rajasthan,Distributor,220,60742.0,43122.05,17619.95
2022-01-25,Millet Snacks,Gujarat,Distributor,144,15364.8,9617.77,5747.03
2022-01-25,Millet Snacks,Maharashtra,Online,196,74166.4,46304.78,27861.62
2022-01-25,Barnyard Millet,Punjab,Online,238,40840.8,33295.11,7545.69
2022-01-25,Millet Cookies,Tamil Nadu,Distributor,44,8954.0,7499.16,1454.84
2022-01-25,Millet Noodles,Tamil Nadu,Distributor,244,68173.6,44383.6,23790.0
2022-01-25,Barnyard Millet,Gujarat,Distributor,16,4400.0,2929.23,1470.77
2022-01-26,Jowar Pasta,Maharashtra,Retail,197,37055.7,30251.82,6803.88
2022-01-26,Millet Snacks,West Bengal,Online,243,75913.2,56924.64,18988.56
2022-01-26,Millet Cookies,Karnataka,Retail,46,17457.0,12943.5,4513.5
2022-01-26,Bajra Mix,West Bengal,Online,95,17765.0,14408.53,3356.47
2022-01-26,Millet Noodles,Gujarat,Retail,123,27601.2,20224.52,7376.68
2022-01-26,Ragi Flour,Tamil Nadu,Distributor,246,78474.0,51059.76,27414.24
2022-01-26,Jowar Pasta,Karnataka,Distributor,195,25311.0,16648.8,8662.2
2022-01-26,Millet Snacks,West Bengal,Online,79,20421.5,15040.96,5380.54
2022-01-27,Bajra Mix,Karnataka,Retail,175,23677.5,17566.79,6110.71
2022-01-27,Ragi Flour,UP,Distributor,85,16456.0,10588.57,5867.43
2022-01-27,Barnyard Millet,West Bengal,Online,66,16189.8,12645.54,3544.26
2022-01-27,Bajra Mix,Punjab,Retail,208,59945.6,48219.25,11726.35
2022-01-27,Foxtail Millet,Rajasthan,Distributor,73,17585.7,11546.46,6039.24
2022-01-27,Jowar Pasta,Bihar,Online,190,24662.0,17402.62,7259.38
2022-01-27,Millet Noodles,Karnataka,Retail,196,69207.6,51532.6,17675.0
2022-01-27,Bajra Mix,Gujarat,Online,161,59328.5,38545.74,20782.76
2022-01-28,Millet Noodles,Bihar,Distributor,45,16236.0,11003.11,5232.89
2022-01-28,Jowar Pasta,Karnataka,Online,90,28710.0,22669.44,6040.56
2022-01-28,Foxtail Millet,Punjab,Retail,49,5713.4,4061.17,1652.23
2022-01-28,Foxtail Millet,Tamil Nadu,Distributor,34,4787.2,3048.04,1739.16
2022-01-28,Bajra Mix,West Bengal,Online,231,48533.1,36392.58,12140.52
2022-01-28,Jowar Pasta,West Bengal,Online,58,6762.8,5606.71,1156.09
2022-01-28,Millet Snacks,Bihar,Online,21,3903.9,3170.15,733.75
2022-01-28,Millet Noodles,West Bengal,Retail,224,70716.8,59099.93,11616.87
2022-01-29,Bajra Mix,Punjab,Online,68,8602.0,5407.85,3194.15
2022-01-29,Bajra Mix,Gujarat,Retail,160,30800.0,25299.35,5500.65
2022-01-29,Barnyard Millet,West Bengal,Online,146,42559.0,27465.96,15093.04
2022-01-29,Jowar Pasta,Gujarat,Retail,91,31231.2,25286.32,5944.88
2022-01-29,Millet Snacks,Maharashtra,Distributor,196,41395.2,26002.05,15393.15
2022-01-29,Millet Snacks,Tamil Nadu,Online,117,35649.9,25875.9,9774.0
2022-01-29,Jowar Pasta,West Bengal,Online,177,52958.4,37546.81,15411.59
2022-01-29,Millet Snacks,Tamil Nadu,Retail,13,4275.7,3140.23,1135.47
2022-01-30,Foxtail Millet,Rajasthan,Distributor,203,70562.8,57256.19,13306.61
2022-01-30,Barnyard Millet,Gujarat,Retail,150,30525.0,24289.73,6235.27
2022-01-30,Millet Snacks,Karnataka,Retail,199,73112.6,53046.99,20065.61
2022-01-30,Millet Noodles,Tamil Nadu,Online,130,22022.0,14810.48,7211.52
2022-01-30,Jowar Pasta,Tamil Nadu,Distributor,77,19904.5,13363.76,6540.74
2022-01-30,Ragi Flour,Bihar,Retail,247,44015.4,28349.57,15665.83
2022-01-30,Ragi Flour,Tamil Nadu,Online,46,7590.0,5138.25,2451.75
2022-01-30,Millet Cookies,UP,Online,193,21230.0,17383.53,3846.47
2022-01-31,Bajra Mix,Punjab,Online,61,23417.9,15712.66,7705.24
2022-01-31,Millet Cookies,UP,Retail,246,53037.6,34943.09,18094.51
2022-01-31,Bajra Mix,Punjab,Retail,12,1240.8,785.09,455.71
2022-01-31,Millet Snacks,Gujarat,Retail,18,3722.4,2797.01,925.39
2022-01-31,Ragi Flour,Rajasthan,Online,187,31060.7,26065.95,4994.75
2022-01-31,Jowar Pasta,Maharashtra,Distributor,22,5057.8,3968.0,1089.8
2022-01-31,Ragi Flour,Punjab,Distributor,110,22627.0,16305.81,6321.19
2022-01-31,Millet Noodles,Maharashtra,Online,229,29724.2,24240.82,5483.38
2022-02-01,Ragi Flour,Delhi,Distributor,18,2554.2,2107.09,447.11
2022-02-01,Jowar Pasta,Delhi,Online,47,17578.0,13695.94,3882.06
2022-02-01,Bajra Mix,Delhi,Distributor,46,13409.0,10329.18,3079.82
2022-02-01,Foxtail Millet,Bihar,Distributor,49,16870.7,12375.29,4495.41
2022-02-01,Jowar Pasta,Rajasthan,Online,65,9223.5,7094.38,2129.12
2022-02-01,Jowar Pasta,Bihar,Distributor,225,58410.0,47370.24,11039.76
2022-02-01,Millet Cookies,Bihar,Online,68,19298.4,13383.09,5915.31
2022-02-01,Foxtail Millet,Punjab,Retail,179,55132.0,42659.93,12472.07
2022-02-02,Millet Cookies,Gujarat,Retail,244,35965.6,29197.07,6768.53
2022-02-02,Jowar Pasta,Gujarat,Distributor,147,40263.3,27931.7,12331.6
2022-02-02,Barnyard Millet,Gujarat,Online,91,34734.7,27894.38,6840.32
2022-02-02,Foxtail Millet,Gujarat,Distributor,233,26142.6,19756.59,6386.01
2022-02-02,Ragi Flour,Punjab,Retail,113,38781.6,27258.54,11523.06
2022-02-02,Millet Noodles,Tamil Nadu,Retail,172,30839.6,22053.18,8786.42
2022-02-02,Bajra Mix,West Bengal,Retail,31,9718.5,6396.97,3321.53
2022-02-02,Millet Cookies,Delhi,Online,201,23436.6,18505.93,4930.67
2022-02-03,Ragi Flour,Rajasthan,Distributor,202,24664.2,18660.97,6003.23
2022-02-03,Jowar Pasta,Delhi,Distributor,23,7109.3,5465.14,1644.16
2022-02-03,Millet Cookies,Karnataka,Online,236,24921.6,15811.2,9110.4
2022-02-03,Ragi Flour,UP,Online,88,14229.6,8825.57,5404.03
2022-02-03,Bajra Mix,Delhi,Retail,13,2688.4,1933.78,754.62
2022-02-03,Millet Snacks,Gujarat,Retail,166,29946.4,20021.24,9925.16
2022-02-03,Bajra Mix,Karnataka,Distributor,212,27051.2,21937.76,5113.44
2022-02-03,Barnyard Millet,Tamil Nadu,Retail,30,5709.0,4038.95,1670.05
2022-02-04,Ragi Flour,West Bengal,Online,10,1617.0,1320.61,296.39
2022-02-04,Millet Snacks,Delhi,Retail,172,19109.2,14213.52,4895.68
2022-02-04,Millet Cookies,Tamil Nadu,Distributor,226,58172.4,37233.6,20938.8
2022-02-04,Millet Noodles,Delhi,Online,140,41580.0,34120.71,7459.29
2022-02-04,Bajra Mix,Maharashtra,Distributor,24,6388.8,3962.79,2426.01
2022-02-04,Millet Snacks,Bihar,Distributor,245,85431.5,63462.86,21968.64
2022-02-04,Millet Noodles,Punjab,Online,223,50531.8,37891.68,12640.12
2022-02-04,Millet Noodles,Bihar,Retail,27,5464.8,4256.07,1208.73
2022-02-05,Jowar Pasta,Punjab,Retail,111,36996.3,29035.27,7961.03
2022-02-05,Ragi Flour,Bihar,Retail,55,15064.5,9400.86,5663.64
2022-02-05,Barnyard Millet,UP,Retail,211,76825.1,53149.25,23675.85
2022-02-05,Bajra Mix,Bihar,Retail,242,44189.2,28161.21,16027.99
2022-02-05,Barnyard Millet,Gujarat,Distributor,175,34457.5,26590.24,7867.26
2022-02-05,Bajra Mix,Delhi,Distributor,128,29849.6,18714.18,11135.42
2022-02-05,Barnyard Millet,Punjab,Online,232,33176.0,25744.35,7431.65
2022-02-05,Millet Noodles,Tamil Nadu,Distributor,101,19220.3,13351.94,5868.36
2022-02-06,Jowar Pasta,Gujarat,Online,93,30383.1,22497.78,7885.32
2022-02-06,Bajra Mix,UP,Distributor,136,13763.2,8656.58,5106.62
2022-02-06,Millet Cookies,Rajasthan,Distributor,212,23553.2,15883.4,7669.8
2022-02-06,Foxtail Millet,Punjab,Retail,131,34007.6,28385.82,5621.78
2022-02-06,Millet Cookies,Tamil Nadu,Retail,128,38297.6,24112.38,14185.22
2022-02-06,Millet Cookies,Delhi,Distributor,155,51150.0,34283.8,16866.2
2022-02-06,Millet Noodles,Tamil Nadu,Retail,68,16456.0,10497.87,5958.13
2022-02-06,Jowar Pasta,Maharashtra,Retail,102,33211.2,22473.69,10737.51
2022-02-07,Millet Cookies,Bihar,Distributor,222,60561.6,43089.56,17472.04
2022-02-07,Millet Noodles,Karnataka,Retail,13,4418.7,3100.29,1318.41
2022-02-07,Millet Cookies,Tamil Nadu,Distributor,186,37851.0,28364.51,9486.49
2022-02-07,Bajra Mix,West Bengal,Distributor,237,40408.5,30366.95,10041.55
2022-02-07,Millet Cookies,UP,Online,179,65370.8,49048.83,16321.97
2022-02-07,Barnyard Millet,Maharashtra,Retail,27,3831.3,3080.06,751.24
2022-02-07,Ragi Flour,Maharashtra,Distributor,17,3534.3,2898.08,636.22
2022-02-07,Millet Snacks,Rajasthan,Distributor,87,8708.7,5746.13,2962.57
2022-02-08,Foxtail Millet,UP,Retail,50,11000.0,8254.86,2745.14
2022-02-08,Millet Snacks,Punjab,Distributor,240,61776.0,43616.2,18159.8
2022-02-08,Ragi Flour,Delhi,Online,238,66235.4,55197.97,11037.43
2022-02-08,Millet Snacks,Rajasthan,Online,127,23609.3,17337.5,6271.8
2022-02-08,Bajra Mix,Punjab,Retail,142,40612.0,33654.69,6957.31
2022-02-08,Ragi Flour,UP,Retail,116,33686.4,25805.03,7881.37
2022-02-08,Foxtail Millet,Bihar,Retail,129,18872.7,13554.39,5318.31
2022-02-08,Millet Snacks,UP,Online,198,47698.2,30863.29,16834.91
2022-02-09,Foxtail Millet,Karnataka,Distributor,38,3762.0,2433.5,1328.5
2022-02-09,Barnyard Millet,West Bengal,Retail,68,18700.0,13680.76,5019.24
2022-02-09,Barnyard Millet,Rajasthan,Retail,225,84150.0,52264.45,31885.55
2022-02-09,Bajra Mix,Punjab,Distributor,38,11453.2,8562.7,2890.5
2022-02-09,Millet Noodles,Delhi,Online,181,47784.0,29941.18,17842.82
2022-02-09,Foxtail Millet,Karnataka,Distributor,243,25928.1,21607.98,4320.12
2022-02-09,Ragi Flour,Gujarat,Retail,105,10857.0,9032.33,1824.67
2022-02-09,Millet Snacks,Delhi,Retail,64,14643.2,12121.86,2521.34
2022-02-10,Bajra Mix,Delhi,Distributor,154,19481.0,15802.19,3678.81
2022-02-10,Millet Noodles,Bihar,Online,81,8019.0,5352.27,2666.73
2022-02-10,Millet Noodles,West Bengal,Retail,114,22446.6,15638.24,6808.36
2022-02-10,Bajra Mix,Delhi,Distributor,72,12830.4,10400.53,2429.87
2022-02-10,Ragi Flour,Punjab,Retail,86,23460.8,18357.11,5103.69
2022-02-10,Millet Cookies,Delhi,Retail,111,26984.1,20693.31,6290.79
2022-02-10,Barnyard Millet,Delhi,Distributor,150,35970.0,23252.66,12717.34
2022-02-10,Barnyard Millet,Gujarat,Retail,222,56654.4,42980.63,13673.77
2022-02-11,Bajra Mix,Gujarat,Online,158,31631.6,22734.03,8897.57
2022-02-11,Ragi Flour,Bihar,Online,181,38028.1,24189.79,13838.31
