Date,Product,State,Channel,Quantity,Revenue,Cost,Profit
2022-01-07,Millet Cookies,Tamil Nadu,Online,71,18744.0,13674.02,5069.98
2022-01-08,Bajra Mix,Tamil Nadu,Retail,30,9867.0,7864.43,2002.57
2022-01-08,Bajra Mix,Gujarat,Online,61,11943.8,8309.42,3634.38
2022-01-08,Bajra Mix,Tamil Nadu,Retail,79,16684.8,11652.17,5032.63
2022-01-08,Millet Snacks,Karnataka,Retail,56,14722.4,11433.71,3288.69
2022-01-08,Ragi Flour,Bihar,Online,166,23190.2,19000.48,4189.72
2022-01-08,Millet Cookies,Tamil Nadu,Distributor,139,36696.0,28564.4,8131.6
2022-01-09,Jowar Pasta,Bihar,Distributor,123,22053.9,16896.32,5157.58
2022-01-09,Millet Snacks,Bihar,Online,172,32542.4,23000.45,9541.95
2022-01-09,Millet Snacks,Delhi,Distributor,73,19432.6,15165.05,4267.55
2022-01-09,Ragi Flour,Karnataka,Retail,87,10718.4,8025.71,2692.69
2022-01-09,Millet Cookies,Tamil Nadu,Online,164,37342.8,28517.27,8825.53
2022-01-09,Millet Cookies,Maharashtra,Online,138,15331.8,10713.83,4617.97
2022-01-10,Millet Snacks,UP,Retail,70,20097.0,16705.02,3391.98
2022-01-10,Jowar Pasta,Delhi,Retail,49,9486.4,7260.71,2225.69
2022-01-10,Ragi Flour,West Bengal,Retail,67,16656.2,12732.01,3924.19
2022-01-10,Ragi Flour,Tamil Nadu,Retail,191,62819.9,46737.31,16082.59
2022-01-10,Millet Snacks,West Bengal,Distributor,118,26349.4,17208.56,9140.84
2022-01-10,Foxtail Millet,Bihar,Distributor,114,22321.2,18885.22,3435.98
2022-01-11,Millet Cookies,Gujarat,Retail,179,57888.6,40735.92,17152.68
2022-01-11,Jowar Pasta,Tamil Nadu,Distributor,44,6437.2,5080.28,1356.92
2022-01-11,Millet Snacks,Tamil Nadu,Distributor,51,14249.4,12083.64,2165.76
2022-01-11,Bajra Mix,Gujarat,Online,149,48678.3,38852.77,9825.53
2022-01-11,Ragi Flour,Bihar,Online,195,25311.0,17938.37,7372.63
2022-01-11,Bajra Mix,Maharashtra,Distributor,172,43705.2,36391.05,7314.15
2022-01-12,Bajra Mix,Gujarat,Retail,55,15246.0,10502.28,4743.72
2022-01-12,Millet Snacks,Tamil Nadu,Distributor,134,43335.6,28407.5,14928.1
2022-01-12,Bajra Mix,Delhi,Online,105,15015.0,11157.94,3857.06
2022-01-12,Millet Snacks,West Bengal,Distributor,77,11603.9,7613.32,3990.58
2022-01-12,Millet Cookies,Delhi,Distributor,34,4974.2,3767.54,1206.66
2022-01-12,Foxtail Millet,Bihar,Retail,79,16250.3,12587.13,3663.17
2022-01-13,Millet Cookies,UP,Retail,135,25690.5,19476.66,6213.84
2022-01-13,Millet Cookies,Tamil Nadu,Retail,133,29698.9,23548.82,6150.08
2022-01-13,Jowar Pasta,Bihar,Online,38,7147.8,5709.72,1438.08
2022-01-13,Bajra Mix,West Bengal,Distributor,136,21093.6,17237.61,3855.99
2022-01-13,Ragi Flour,Karnataka,Retail,148,22303.6,18579.85,3723.75
2022-01-13,Bajra Mix,Tamil Nadu,Distributor,137,19138.9,13140.26,5998.64
2022-01-14,Foxtail Millet,West Bengal,Retail,35,10318.0,8229.42,2088.58
2022-01-14,Foxtail Millet,UP,Retail,95,24348.5,17560.01,6788.49
2022-01-14,Foxtail Millet,UP,Retail,48,15048.0,10057.48,4990.52
2022-01-14,Ragi Flour,UP,Distributor,163,53252.1,42744.02,10508.08
2022-01-14,Foxtail Millet,Gujarat,Retail,120,13464.0,8881.01,4582.99
2022-01-14,Millet Snacks,West Bengal,Distributor,199,47501.3,36821.68,10679.62
2022-01-15,Bajra Mix,Tamil Nadu,Retail,88,8034.4,6211.96,1822.44
2022-01-15,Bajra Mix,Bihar,Online,103,26172.3,20556.61,5615.69
2022-01-15,Jowar Pasta,Karnataka,Retail,180,53064.0,40282.12,12781.88
2022-01-15,Foxtail Millet,Karnataka,Online,84,22176.0,17303.87,4872.13
2022-01-15,Jowar Pasta,Karnataka,Retail,160,16016.0,10733.21,5282.79
2022-01-15,Bajra Mix,West Bengal,Online,54,17463.6,11599.98,5863.62
2022-01-16,Foxtail Millet,Delhi,Distributor,109,28895.9,20288.94,8606.96
2022-01-16,Millet Cookies,Delhi,Retail,133,22530.2,18598.55,3931.65
2022-01-16,Millet Cookies,Bihar,Retail,183,43682.1,32092.99,11589.11
2022-01-16,Jowar Pasta,Bihar,Online,55,17484.5,12239.21,5245.29
2022-01-16,Millet Snacks,Tamil Nadu,Retail,31,6547.2,5145.9,1401.3
2022-01-16,Ragi Flour,Maharashtra,Retail,49,5174.4,3916.32,1258.08
2022-01-17,Millet Cookies,Tamil Nadu,Retail,105,25410.0,21067.55,4342.45
2022-01-17,Ragi Flour,Karnataka,Retail,166,28303.0,20405.93,7897.07
2022-01-17,Millet Cookies,UP,Online,147,21182.7,16198.15,4984.55
2022-01-17,Foxtail Millet,West Bengal,Online,159,18189.6,13837.57,4352.03
2022-01-17,Foxtail Millet,Karnataka,Retail,170,41701.0,33691.22,8009.78
2022-01-17,Foxtail Millet,West Bengal,Distributor,186,45216.6,34360.36,10856.24
2022-01-18,Foxtail Millet,Maharashtra,Online,94,23265.0,19629.39,3635.61
2022-01-18,Ragi Flour,Delhi,Distributor,164,15514.4,11406.47,4107.93
2022-01-18,Bajra Mix,Bihar,Distributor,46,10170.6,6909.1,3261.5
2022-01-18,Foxtail Millet,West Bengal,Distributor,102,24123.0,17485.66,6637.34
2022-01-18,Ragi Flour,UP,Retail,90,29304.0,22516.54,6787.46
2022-01-18,Millet Cookies,UP,Online,38,11202.4,8128.43,3073.97
2022-01-19,Jowar Pasta,Delhi,Distributor,38,4932.4,3634.64,1297.76
2022-01-19,Foxtail Millet,West Bengal,Distributor,145,21851.5,17441.75,4409.75
2022-01-19,Foxtail Millet,Gujarat,Retail,186,16368.0,12868.65,3499.35
2022-01-19,Millet Cookies,UP,Retail,132,33686.4,27748.16,5938.24
2022-01-19,Millet Snacks,West Bengal,Distributor,77,10418.1,8809.34,1608.76
2022-01-19,Foxtail Millet,West Bengal,Online,168,29383.2,22200.19,7183.01
2022-01-20,Jowar Pasta,Karnataka,Retail,183,45493.8,38390.42,7103.38
2022-01-20,Bajra Mix,Gujarat,Retail,68,6956.4,4931.38,2025.02
2022-01-20,Ragi Flour,West Bengal,Distributor,137,12357.4,10259.5,2097.9
2022-01-20,Ragi Flour,Maharashtra,Distributor,35,10741.5,7829.53,2911.97
2022-01-20,Millet Cookies,West Bengal,Distributor,111,29670.3,22037.31,7632.99
2022-01-20,Bajra Mix,Karnataka,Distributor,47,15458.3,11161.96,4296.34
2022-01-21,Millet Cookies,Tamil Nadu,Online,164,50512.0,35959.77,14552.23
2022-01-21,Millet Cookies,West Bengal,Retail,160,22000.0,14635.28,7364.72
2022-01-21,Millet Snacks,Delhi,Online,66,16843.2,12356.99,4486.21
2022-01-21,Millet Snacks,Delhi,Online,128,11827.2,7750.05,4077.15
2022-01-21,Ragi Flour,UP,Retail,165,46464.0,33702.56,12761.44
2022-01-21,Bajra Mix,Gujarat,Retail,105,15939.0,13044.86,2894.14
2022-01-22,Foxtail Millet,Bihar,Distributor,124,24279.2,16431.44,7847.76
2022-01-22,Foxtail Millet,Tamil Nadu,Online,25,8222.5,6681.44,1541.06
2022-01-22,Foxtail Millet,UP,Online,42,6098.4,5116.27,982.13
2022-01-22,Bajra Mix,Maharashtra,Retail,104,17960.8,12411.08,5549.72
2022-01-22,Ragi Flour,Maharashtra,Retail,23,6805.7,5619.09,1186.61
2022-01-22,Bajra Mix,Karnataka,Online,91,11811.8,9264.17,2547.63
2022-01-23,Bajra Mix,UP,Distributor,22,4888.4,3478.37,1410.03
2022-01-23,Ragi Flour,UP,Retail,76,18726.4,12674.08,6052.32
2022-01-23,Foxtail Millet,West Bengal,Distributor,85,14399.0,9972.64,4426.36
2022-01-23,Millet Snacks,Tamil Nadu,Distributor,57,8088.3,6211.68,1876.62
2022-01-23,Millet Snacks,Gujarat,Online,198,58806.0,46767.2,12038.8
2022-01-23,Ragi Flour,UP,Retail,98,11750.2,9099.56,2650.64
2022-01-24,Jowar Pasta,Bihar,Retail,48,11140.8,8265.02,2875.78
2022-01-24,Ragi Flour,Delhi,Retail,103,33423.5,22031.84,11391.66
2022-01-24,Millet Snacks,West Bengal,Distributor,145,19459.0,13582.95,5876.05
2022-01-24,Jowar Pasta,Gujarat,Retail,170,48994.0,37576.11,11417.89
2022-01-24,Jowar Pasta,UP,Retail,115,34661.0,26101.37,8559.63
2022-01-24,Bajra Mix,West Bengal,Distributor,70,17402.0,14171.46,3230.54
2022-01-25,Bajra Mix,Karnataka,Distributor,80,8888.0,5934.88,2953.12
2022-01-25,Ragi Flour,West Bengal,Retail,31,5762.9,4776.54,986.36
2022-01-25,Ragi Flour,UP,Distributor,64,16473.6,10837.36,5636.24
2022-01-25,Ragi Flour,Gujarat,Retail,75,14272.5,9725.22,4547.28
2022-01-25,Foxtail Millet,Bihar,Distributor,55,4840.0,3227.81,1612.19
2022-01-25,Jowar Pasta,West Bengal,Online,66,14955.6,12485.06,2470.54
2022-01-26,Millet Snacks,Delhi,Online,97,31476.5,24995.59,6480.91
2022-01-26,Bajra Mix,UP,Online,75,16005.0,12686.68,3318.32
2022-01-26,Millet Snacks,Maharashtra,Online,37,4761.9,3602.49,1159.41
2022-01-26,Ragi Flour,Gujarat,Retail,47,14527.7,11081.63,3446.07
2022-01-26,Ragi Flour,Gujarat,Distributor,145,19618.5,13667.1,5951.4
2022-01-26,Foxtail Millet,Karnataka,Retail,87,20766.9,16776.21,3990.69
2022-01-27,Foxtail Millet,Delhi,Online,130,41899.0,32151.96,9747.04
2022-01-27,Ragi Flour,Karnataka,Online,61,16640.8,11939.6,4701.2
2022-01-27,Millet Cookies,Delhi,Distributor,78,16130.4,11550.49,4579.91
2022-01-27,Ragi Flour,Bihar,Retail,169,18590.0,12651.83,5938.17
2022-01-27,Millet Cookies,UP,Online,81,15414.3,10553.78,4860.52
2022-01-27,Ragi Flour,Gujarat,Online,50,6545.0,5166.57,1378.43
2022-01-28,Millet Snacks,Delhi,Online,23,3997.4,3251.54,745.86
2022-01-28,Ragi Flour,UP,Distributor,198,30709.8,25669.56,5040.24
2022-01-28,Jowar Pasta,Tamil Nadu,Distributor,198,54885.6,44122.46,10763.14
2022-01-28,Millet Snacks,Delhi,Distributor,87,9378.6,6470.31,2908.29
2022-01-28,Millet Cookies,Bihar,Online,20,3718.0,2987.62,730.38
2022-01-28,Millet Snacks,West Bengal,Distributor,158,31110.2,22216.68,8893.52
2022-01-29,Jowar Pasta,Bihar,Distributor,197,19286.3,14652.2,4634.1
2022-01-29,Bajra Mix,Karnataka,Distributor,32,8694.4,7059.63,1634.77
2022-01-29,Ragi Flour,Gujarat,Retail,92,9715.2,6541.63,3173.57
2022-01-29,Millet Snacks,Gujarat,Online,113,21628.2,18079.14,3549.06
2022-01-29,Millet Snacks,Karnataka,Distributor,97,20913.2,16650.54,4262.66
2022-01-29,Ragi Flour,Delhi,Online,54,4752.0,3793.16,958.84
2022-01-30,Millet Snacks,Karnataka,Retail,91,9009.0,7288.76,1720.24
2022-01-30,Millet Snacks,Karnataka,Distributor,54,17344.8,11920.75,5424.05
2022-01-30,Jowar Pasta,Maharashtra,Distributor,173,26832.3,19366.64,7465.66
2022-01-30,Foxtail Millet,Delhi,Retail,165,21598.5,15991.31,5607.19
2022-01-30,Millet Snacks,Tamil Nadu,Online,144,38808.0,29414.76,9393.24
2022-01-30,Ragi Flour,Bihar,Retail,72,14493.6,10084.72,4408.88
2022-01-31,Jowar Pasta,UP,Distributor,86,20244.4,16116.77,4127.63
2022-01-31,Bajra Mix,Tamil Nadu,Online,130,33748.0,25280.11,8467.89
2022-01-31,Millet Snacks,Gujarat,Online,183,47506.8,32320.54,15186.26
2022-01-31,Ragi Flour,West Bengal,Retail,174,50146.8,34030.9,16115.9
2022-01-31,Millet Cookies,UP,Distributor,29,2679.6,2211.62,467.98
2022-01-31,Ragi Flour,UP,Distributor,160,41888.0,30400.82,11487.18
2022-02-01,Foxtail Millet,Tamil Nadu,Online,176,41624.0,28303.63,13320.37
2022-02-01,Millet Cookies,Karnataka,Retail,149,38352.6,29847.13,8505.47
2022-02-01,Jowar Pasta,Karnataka,Distributor,62,7229.2,5198.8,2030.4
2022-02-01,Jowar Pasta,UP,Distributor,123,15830.1,11009.36,4820.74
2022-02-01,Bajra Mix,UP,Online,159,51945.3,39854.82,12090.48
2022-02-01,Millet Snacks,Delhi,Retail,130,26169.0,21574.37,4594.63
2022-02-02,Millet Cookies,Karnataka,Retail,139,17736.4,14037.43,3698.97
2022-02-02,Bajra Mix,Bihar,Online,141,33501.6,24617.85,8883.75
2022-02-02,Foxtail Millet,UP,Retail,30,7590.0,5119.93,2470.07
2022-02-02,Foxtail Millet,West Bengal,Distributor,129,34481.7,23272.82,11208.88
2022-02-02,Ragi Flour,Bihar,Online,74,15791.6,12131.98,3659.62
2022-02-02,Foxtail Millet,Gujarat,Retail,72,17107.2,11823.06,5284.14
2022-02-03,Ragi Flour,West Bengal,Distributor,188,23575.2,17201.26,6373.94
2022-02-03,Ragi Flour,Delhi,Online,57,13104.3,9738.33,3365.97
2022-02-03,Jowar Pasta,Delhi,Online,36,8197.2,5696.41,2500.79
2022-02-03,Millet Cookies,Maharashtra,Online,171,19562.4,14665.41,4896.99
2022-02-03,Millet Snacks,West Bengal,Retail,196,23284.8,17838.9,5445.9
2022-02-03,Millet Snacks,Delhi,Distributor,68,20794.4,17573.52,3220.88
2022-02-04,Ragi Flour,Bihar,Distributor,105,34534.5,26143.1,8391.4
2022-02-04,Ragi Flour,Gujarat,Retail,160,51744.0,38050.35,13693.65
2022-02-04,Jowar Pasta,UP,Distributor,48,6758.4,4442.36,2316.04
2022-02-04,Millet Snacks,Tamil Nadu,Online,37,3256.0,2621.42,634.58
2022-02-04,Bajra Mix,Delhi,Distributor,132,28023.6,21000.95,7022.65
2022-02-04,Jowar Pasta,Gujarat,Retail,27,7009.2,4661.82,2347.38
2022-02-05,Jowar Pasta,Tamil Nadu,Distributor,129,34197.9,25024.21,9173.69
2022-02-05,Millet Cookies,Tamil Nadu,Distributor,154,29136.8,21316.39,7820.41
2022-02-05,Ragi Flour,Gujarat,Online,91,13313.3,9557.01,3756.29
2022-02-05,Foxtail Millet,Maharashtra,Online,116,21819.6,15222.15,6597.45
2022-02-05,Bajra Mix,Maharashtra,Distributor,51,11163.9,9058.05,2105.85
2022-02-05,Millet Cookies,Karnataka,Retail,161,23731.4,19679.67,4051.73
2022-02-06,Bajra Mix,Gujarat,Retail,170,30668.0,20096.94,10571.06
2022-02-06,Foxtail Millet,Maharashtra,Retail,101,8999.1,7488.37,1510.73
2022-02-06,Foxtail Millet,Karnataka,Online,149,44908.6,34492.45,10416.15
2022-02-06,Millet Cookies,Karnataka,Retail,56,15092.0,12145.54,2946.46
2022-02-06,Ragi Flour,Delhi,Retail,191,37397.8,31402.58,5995.22
2022-02-06,Millet Snacks,Karnataka,Retail,177,38745.3,32820.12,5925.18
2022-02-07,Ragi Flour,Delhi,Online,33,3194.4,2422.4,772.0
2022-02-07,Foxtail Millet,Bihar,Online,41,3743.3,2532.17,1211.13
2022-02-07,Foxtail Millet,West Bengal,Distributor,56,9486.4,7726.83,1759.57
2022-02-07,Foxtail Millet,Delhi,Retail,185,22995.5,17495.8,5499.7
2022-02-07,Ragi Flour,UP,Distributor,95,17347.0,11645.31,5701.69
2022-02-07,Millet Snacks,West Bengal,Online,76,9196.0,7584.66,1611.34
2022-02-08,Bajra Mix,Karnataka,Retail,72,22017.6,16835.95,5181.65
2022-02-08,Ragi Flour,Delhi,Retail,141,19387.5,12783.99,6603.51
2022-02-08,Millet Cookies,UP,Online,70,20020.0,15428.02,4591.98
2022-02-08,Bajra Mix,West Bengal,Retail,30,3927.0,2895.92,1031.08
2022-02-08,Millet Cookies,Bihar,Online,58,8485.4,6323.41,2161.99
2022-02-08,Millet Snacks,UP,Retail,75,9240.0,6504.8,2735.2
2022-02-09,Millet Cookies,Maharashtra,Online,100,29590.0,24886.59,4703.41
2022-02-09,Jowar Pasta,Delhi,Retail,173,51951.9,34876.33,17075.57
2022-02-09,Ragi Flour,Tamil Nadu,Retail,148,48188.8,38116.62,10072.18
2022-02-09,Bajra Mix,Bihar,Online,54,12474.0,8302.11,4171.89
2022-02-09,Millet Cookies,Karnataka,Online,121,23558.7,15798.91,7759.79
2022-02-09,Foxtail Millet,Karnataka,Online,68,20046.4,16197.55,3848.85
2022-02-10,Ragi Flour,Gujarat,Retail,66,6606.6,5010.31,1596.29
2022-02-10,Jowar Pasta,Tamil Nadu,Online,168,29568.0,23114.98,6453.02
2022-02-10,Millet Snacks,Tamil Nadu,Distributor,44,13987.6,10461.12,3526.48
2022-02-10,Jowar Pasta,Delhi,Retail,128,14784.0,9726.18,5057.82
2022-02-10,Bajra Mix,Tamil Nadu,Online,164,41492.0,31582.11,9909.89
2022-02-10,Millet Snacks,Delhi,Online,33,5735.4,4528.01,1207.39
2022-02-11,Ragi Flour,Maharashtra,Distributor,78,25225.2,20408.91,4816.29
2022-02-11,Millet Snacks,Karnataka,Online,165,48279.0,39385.19,8893.81
2022-02-11,Ragi Flour,UP,Online,171,35174.7,23711.74,11462.96
2022-02-11,Bajra Mix,Maharashtra,Retail,190,51623.0,38108.43,13514.57
2022-02-11,Millet Cookies,Gujarat,Online,139,12690.7,10255.92,2434.78
2022-02-11,Ragi Flour,West Bengal,Distributor,180,18810.0,13832.19,4977.81
2022-02-12,Millet Cookies,UP,Distributor,74,20268.6,17189.16,3079.44
2022-02-12,Jowar Pasta,Gujarat,Retail,160,17072.0,14303.15,2768.85
2022-02-12,Jowar Pasta,Maharashtra,Online,65,7722.0,6204.15,1517.85
2022-02-12,Foxtail Millet,UP,Retail,35,10125.5,7131.77,2993.73
2022-02-12,Ragi Flour,Delhi,Distributor,172,34434.4,25980.89,8453.51
2022-02-12,Ragi Flour,UP,Retail,22,6098.4,4396.49,1701.91
2022-02-13,Millet Snacks,Delhi,Distributor,56,14291.2,10081.77,4209.43
2022-02-13,Foxtail Millet,UP,Online,92,22466.4,16330.05,6136.35
2022-02-13,Millet Cookies,Karnataka,Online,56,8624.0,6052.29,2571.71
2022-02-13,Millet Cookies,UP,Online,82,11275.0,8683.55,2591.45
2022-02-13,Millet Snacks,West Bengal,Distributor,172,52597.6,44615.06,7982.54
2022-02-13,Jowar Pasta,Tamil Nadu,Retail,82,11996.6,9255.95,2740.65
2022-02-14,Foxtail Millet,UP,Distributor,126,18849.6,13083.46,5766.14
2022-02-14,Ragi Flour,Delhi,Online,139,12996.5,10529.17,2467.33
2022-02-14,Millet Snacks,Gujarat,Online,196,18972.8,15852.73,3120.07
2022-02-14,Bajra Mix,Bihar,Retail,142,37800.4,30302.6,7497.8
2022-02-14,Millet Snacks,Bihar,Online,179,18114.8,12585.5,5529.3
2022-02-14,Ragi Flour,Bihar,Distributor,120,23364.0,17324.09,6039.91
2022-02-15,Jowar Pasta,Maharashtra,Retail,156,47018.4,39548.6,7469.8
2022-02-15,Millet Cookies,Delhi,Retail,59,6749.6,5130.85,1618.75
2022-02-15,Jowar Pasta,Delhi,Online,57,9467.7,7471.37,1996.33
2022-02-15,Bajra Mix,Delhi,Distributor,56,8562.4,5753.02,2809.38
2022-02-15,Millet Cookies,West Bengal,Retail,100,21230.0,15901.89,5328.11
2022-02-15,Millet Snacks,West Bengal,Online,86,12771.0,9992.32,2778.68
2022-02-16,Jowar Pasta,West Bengal,Retail,52,4862.0,3667.17,1194.83
2022-02-16,Millet Cookies,Bihar,Online,78,10896.6,8626.54,2270.06
2022-02-16,Jowar Pasta,West Bengal,Retail,189,37214.1,28793.38,8420.72
2022-02-16,Millet Snacks,Karnataka,Online,152,20732.8,17091.47,3641.33
2022-02-16,Jowar Pasta,Gujarat,Online,189,45114.3,36722.56,8391.74
2022-02-16,Foxtail Millet,UP,Online,178,31523.8,25647.56,5876.24
2022-02-17,Millet Snacks,West Bengal,Retail,31,4023.8,2770.9,1252.9
2022-02-17,Foxtail Millet,UP,Online,132,13939.2,9383.43,4555.77
2022-02-17,Bajra Mix,Karnataka,Retail,182,29829.8,21079.78,8750.02
2022-02-17,Bajra Mix,Bihar,Distributor,82,21197.0,16459.99,4737.01
2022-02-17,Millet Snacks,West Bengal,Retail,41,12402.5,8492.62,3909.88
2022-02-17,Millet Cookies,Delhi,Online,36,3603.6,2390.88,1212.72
2022-02-18,Bajra Mix,UP,Retail,41,13394.7,8906.66,4488.04
2022-02-18,Bajra Mix,Delhi,Distributor,194,23047.2,17036.3,6010.9
2022-02-18,Jowar Pasta,Maharashtra,Retail,26,3088.8,2021.39,1067.41
2022-02-18,Millet Snacks,Gujarat,Online,179,50800.2,35585.63,15214.57
2022-02-18,Bajra Mix,Delhi,Distributor,48,4382.4,3222.1,1160.3
2022-02-18,Foxtail Millet,Bihar,Online,34,7405.2,6036.6,1368.6
2022-02-19,Jowar Pasta,Karnataka,Distributor,194,60819.0,42330.68,18488.32
2022-02-19,Jowar Pasta,Maharashtra,Online,100,22550.0,15338.77,7211.23
2022-02-19,Millet Cookies,West Bengal,Retail,66,20836.2,17116.36,3719.84
2022-02-19,Millet Cookies,UP,Online,150,13200.0,9426.76,3773.24
2022-02-19,Millet Snacks,Gujarat,Distributor,182,28628.6,23579.22,5049.38
2022-02-19,Millet Cookies,Delhi,Online,46,7640.6,5209.74,2430.86
2022-02-20,Ragi Flour,Bihar,Retail,72,6890.4,5541.15,1349.25
2022-02-20,Millet Snacks,Delhi,Online,150,28380.0,19191.95,9188.05
2022-02-20,Foxtail Millet,Tamil Nadu,Distributor,150,37455.0,30312.61,7142.39
2022-02-20,Ragi Flour,UP,Distributor,36,8118.0,6389.78,1728.22
2022-02-20,Millet Cookies,Bihar,Distributor,195,57271.5,37961.94,19309.56
2022-02-20,Millet Snacks,West Bengal,Retail,149,27371.3,20163.05,7208.25
2022-02-21,Foxtail Millet,Bihar,Retail,37,5820.1,4243.49,1576.61
2022-02-21,Millet Snacks,Tamil Nadu,Online,64,20838.4,17129.67,3708.73
2022-02-21,Millet Snacks,Bihar,Online,198,36372.6,24703.7,11668.9
2022-02-21,Millet Cookies,Bihar,Distributor,179,56313.4,42222.53,14090.87
2022-02-21,Millet Snacks,Karnataka,Retail,187,49162.3,41210.18,7952.12
2022-02-21,Ragi Flour,Delhi,Retail,52,16244.8,10827.19,5417.61
2022-02-22,Foxtail Millet,Karnataka,Distributor,169,33833.8,22890.03,10943.77
2022-02-22,Bajra Mix,UP,Distributor,162,32967.0,22532.83,10434.17
2022-02-22,Ragi Flour,Tamil Nadu,Online,80,24112.0,19994.74,4117.26
2022-02-22,Ragi Flour,UP,Retail,122,32073.8,22764.93,9308.87
2022-02-22,Millet Cookies,Tamil Nadu,Distributor,111,17216.1,13887.96,3328.14
2022-02-22,Jowar Pasta,Gujarat,Online,103,32517.1,24697.34,7819.76
2022-02-23,Bajra Mix,UP,Distributor,146,13169.2,8667.32,4501.88
2022-02-23,Millet Cookies,Delhi,Distributor,31,5660.6,4415.6,1245.0
2022-02-23,Ragi Flour,West Bengal,Online,141,35052.6,29625.51,5427.09
2022-02-23,Millet Cookies,West Bengal,Retail,138,20037.6,15664.22,4373.38
2022-02-23,Jowar Pasta,Karnataka,Distributor,165,52635.0,36617.69,16017.31
2022-02-23,Ragi Flour,Maharashtra,Online,175,54092.5,39522.81,14569.69
2022-02-24,Foxtail Millet,West Bengal,Distributor,116,27306.4,20275.67,7030.73
2022-02-24,Millet Snacks,West Bengal,Online,43,10737.1,8329.34,2407.76
2022-02-24,Millet Cookies,Karnataka,Distributor,39,11454.3,7537.18,3917.12
2022-02-24,Ragi Flour,Maharashtra,Retail,183,39454.8,28766.61,10688.19
2022-02-24,Millet Cookies,Delhi,Online,181,48381.3,35528.53,12852.77
2022-02-24,Bajra Mix,Maharashtra,Online,144,14414.4,10475.95,3938.45
2022-02-25,Bajra Mix,Tamil Nadu,Retail,162,31719.6,25540.62,6178.98
2022-02-25,Millet Cookies,Tamil Nadu,Distributor,106,14108.6,9840.87,4267.73
